grid,long,lat
E007109,-145.3238,48.25954
E008109,-144.9068,48.42174
E009109,-144.4876,48.58259
E010109,-144.0661,48.74207
E011109,-143.6424,48.90015
E012109,-143.2164,49.05687
E013109,-142.7882,49.21219
E014109,-142.3578,49.36609
E015109,-141.9252,49.51859
E016109,-141.4903,49.66966
E017109,-141.0531,49.81929
E018109,-140.6138,49.96749
E019109,-140.1722,50.11423
E020109,-139.7284,50.25951
E021109,-139.2824,50.40332
E022109,-138.8342,50.54564
E023109,-138.3838,50.68647
E024109,-137.9312,50.82582
E025109,-137.4764,50.96364
E026109,-137.0194,51.09995
E027109,-136.5603,51.23475
E028109,-136.0989,51.36799
E029109,-135.6355,51.49971
E030109,-135.1698,51.62986
E031109,-134.702,51.75846
E032109,-134.2321,51.88549
E033109,-133.7601,52.01095
E034109,-133.286,52.13482
E035109,-132.8097,52.25708
E036109,-132.3314,52.37776
E037109,-131.851,52.49682
E038109,-131.3686,52.61427
E039109,-130.8841,52.73008
E040109,-130.3976,52.84427
E041109,-129.909,52.95682
E042109,-129.4185,53.06771
E043109,-128.926,53.17695
E044109,-128.4315,53.28453
E045109,-127.9351,53.39042
E046109,-127.4367,53.49464
E047109,-126.9365,53.59718
E048109,-126.4343,53.69802
E049109,-125.9303,53.79716
E050109,-125.4244,53.89459
E051109,-124.9167,53.99032
E052109,-124.4072,54.08432
E053109,-123.8959,54.17658
E054109,-123.3829,54.26712
E055109,-122.8681,54.35592
E056109,-122.3516,54.44297
E057109,-121.8334,54.52826
E058109,-121.3135,54.61179
E059109,-120.7921,54.69357
E060109,-120.269,54.77356
E061109,-119.7443,54.85178
E062109,-119.2181,54.92822
E063109,-118.6903,55.00287
E064109,-118.1611,55.07572
E065109,-117.6304,55.14678
E066109,-117.0982,55.21603
E067109,-116.5647,55.28347
E068109,-116.0297,55.3491
E069109,-115.4935,55.4129
E070109,-114.9559,55.47489
E071109,-114.417,55.53505
E072109,-113.8769,55.59336
E073109,-113.3356,55.64985
E074109,-112.7932,55.70448
E075109,-112.2495,55.75728
E076109,-111.7048,55.80823
E077109,-111.159,55.85732
E078109,-110.6122,55.90455
E079109,-110.0644,55.94993
E080109,-109.5156,55.99344
E081109,-108.9659,56.03507
E082109,-108.4153,56.07485
E083109,-107.8639,56.11275
E084109,-107.3117,56.14876
E085109,-106.7587,56.1829
E086109,-106.205,56.21516
E087109,-105.6506,56.24553
E088109,-105.0955,56.27401
E089109,-104.5399,56.30061
E090109,-103.9836,56.32532
E091109,-103.4269,56.34813
E092109,-102.8697,56.36905
E093109,-102.312,56.38807
E094109,-101.7539,56.40519
E095109,-101.1955,56.42041
E096109,-100.6367,56.43374
E097109,-100.0777,56.44516
E098109,-99.51843,56.45468
E099109,-98.95898,56.4623
E100109,-98.39938,56.46801
E101109,-97.83966,56.47182
E102109,-97.27991,56.47372
E103109,-96.72012,56.47372
E104109,-96.16034,56.47182
E105109,-95.60065,56.46801
E106109,-95.04105,56.4623
E107109,-94.4816,56.45468
E108109,-93.92233,56.44516
E109109,-93.36328,56.43374
E110109,-92.80457,56.42041
E111109,-92.24612,56.40519
E112109,-91.68805,56.38807
E113109,-91.13037,56.36905
E114109,-90.57312,56.34813
E115109,-90.01639,56.32532
E116109,-89.46014,56.30061
E117109,-88.90451,56.27401
E118109,-88.34946,56.24553
E119109,-87.79504,56.21516
E120109,-87.24133,56.1829
E121109,-86.68832,56.14876
E122109,-86.13611,56.11275
E123109,-85.58469,56.07485
E124109,-85.03412,56.03507
E125109,-84.48441,55.99344
E126109,-83.93564,55.94993
E127109,-83.38782,55.90455
E128109,-82.841,55.85732
E129109,-82.2952,55.80823
E130109,-81.75049,55.75728
E131109,-81.20685,55.70448
E132109,-80.66437,55.64985
E133109,-80.12308,55.59336
E134109,-79.58298,55.53505
E135109,-79.04413,55.47489
E136109,-78.50653,55.4129
E137109,-77.97028,55.3491
E138109,-77.43536,55.28347
E139109,-76.90179,55.21603
E140109,-76.36966,55.14678
E141109,-75.83893,55.07573
E142109,-75.30969,55.00287
E143109,-74.78195,54.92823
E144109,-74.25574,54.85178
E145109,-73.73105,54.77356
E146109,-73.20795,54.69357
E147109,-72.68646,54.6118
E148109,-72.16663,54.52826
E149109,-71.64844,54.44297
E150109,-71.13193,54.35592
E151109,-70.61716,54.26712
E152109,-70.1041,54.17659
E153109,-69.5928,54.08432
E154109,-69.08331,53.99032
E155109,-68.57559,53.89459
E156109,-68.06973,53.79716
E157109,-67.5657,53.69802
E158109,-67.06354,53.59718
E159109,-66.56329,53.49464
E160109,-66.06494,53.39043
E161109,-65.56851,53.28453
E162109,-65.07404,53.17695
E163109,-64.58151,53.06771
E164109,-64.091,52.95682
E165109,-63.60245,52.84428
E166109,-63.11594,52.73009
E167109,-62.63144,52.61428
E168109,-62.14899,52.49683
E169109,-61.66861,52.37776
E170109,-61.19028,52.2571
E171109,-60.71405,52.13482
E172109,-60.2399,52.01095
E173109,-59.76788,51.88549
E174109,-59.29797,51.75846
E175109,-58.8302,51.62986
E176109,-58.36456,51.49971
E177109,-57.90106,51.36799
E178109,-57.43976,51.23475
E179109,-56.98059,51.09996
E180109,-56.52359,50.96365
E181109,-56.06879,50.82582
E182109,-55.61618,50.68648
E183109,-55.16577,50.54564
E184109,-54.71756,50.40332
E185109,-54.27158,50.25952
E186109,-53.82779,50.11423
E187109,-53.38623,49.9675
E188109,-52.94687,49.8193
E189109,-52.50977,49.66967
E190109,-52.07486,49.5186
E191109,-51.64221,49.36611
E192109,-51.21179,49.21219
E193109,-50.7836,49.05688
E194109,-50.35764,48.90017
E195109,-49.93393,48.74207
E196109,-49.51245,48.58259
E197109,-49.09323,48.42175
E198109,-48.67621,48.25955
E001110,-148.0315,47.5312
E002110,-147.6268,47.70197
E003110,-147.2199,47.87144
E004110,-146.8107,48.03959
E005110,-146.3993,48.20642
E006110,-145.9855,48.37191
E007110,-145.5696,48.53608
E008110,-145.1513,48.69889
E009110,-144.7308,48.86032
E010110,-144.308,49.0204
E011110,-143.8829,49.1791
E012110,-143.4556,49.3364
E013110,-143.026,49.49229
E014110,-142.5942,49.64679
E015110,-142.1601,49.79987
E016110,-141.7237,49.95152
E017110,-141.2851,50.10171
E018110,-140.8442,50.25046
E019110,-140.401,50.39777
E020110,-139.9556,50.54359
E021110,-139.508,50.68796
E022110,-139.0581,50.83083
E023110,-138.606,50.97219
E024110,-138.1517,51.11207
E025110,-137.6952,51.25043
E026110,-137.2364,51.38727
E027110,-136.7754,51.52258
E028110,-136.3122,51.65635
E029110,-135.8469,51.78858
E030110,-135.3793,51.91924
E031110,-134.9096,52.04834
E032110,-134.4377,52.17586
E033110,-133.9637,52.3018
E034110,-133.4875,52.42616
E035110,-133.0092,52.54891
E036110,-132.5288,52.67006
E037110,-132.0463,52.78959
E038110,-131.5617,52.90749
E039110,-131.075,53.02377
E040110,-130.5863,53.1384
E041110,-130.0955,53.2514
E042110,-129.6027,53.36272
E043110,-129.1078,53.4724
E044110,-128.611,53.58039
E045110,-128.1122,53.68672
E046110,-127.6115,53.79136
E047110,-127.1088,53.8943
E048110,-126.6041,53.99555
E049110,-126.0976,54.09508
E050110,-125.5892,54.19291
E051110,-125.079,54.28901
E052110,-124.5669,54.38339
E053110,-124.053,54.47603
E054110,-123.5373,54.56693
E055110,-123.0198,54.65609
E056110,-122.5006,54.74348
E057110,-121.9797,54.82912
E058110,-121.4571,54.913
E059110,-120.9328,54.9951
E060110,-120.4069,55.07542
E061110,-119.8794,55.15396
E062110,-119.3503,55.23071
E063110,-118.8197,55.30567
E064110,-118.2875,55.37881
E065110,-117.7538,55.45016
E066110,-117.2187,55.5197
E067110,-116.6822,55.58741
E068110,-116.1442,55.65331
E069110,-115.6049,55.71738
E070110,-115.0643,55.77962
E071110,-114.5223,55.84002
E072110,-113.9791,55.89859
E073110,-113.4347,55.9553
E074110,-112.8891,56.01016
E075110,-112.3423,56.06318
E076110,-111.7944,56.11434
E077110,-111.2454,56.16362
E078110,-110.6953,56.21106
E079110,-110.1442,56.25662
E080110,-109.5922,56.30031
E081110,-109.0392,56.34213
E082110,-108.4853,56.38206
E083110,-107.9306,56.42011
E084110,-107.375,56.45628
E085110,-106.8187,56.49056
E086110,-106.2616,56.52295
E087110,-105.7039,56.55345
E088110,-105.1454,56.58205
E089110,-104.5864,56.60876
E090110,-104.0267,56.63357
E091110,-103.4666,56.65648
E092110,-102.9059,56.67749
E093110,-102.3448,56.69658
E094110,-101.7833,56.71378
E095110,-101.2214,56.72907
E096110,-100.6592,56.74244
E097110,-100.0967,56.75391
E098110,-99.53403,56.76347
E099110,-98.97113,56.77112
E100110,-98.40805,56.77686
E101110,-97.84488,56.78068
E102110,-97.28165,56.78259
E103110,-96.71838,56.78259
E104110,-96.15515,56.78068
E105110,-95.59198,56.77686
E106110,-95.0289,56.77112
E107110,-94.466,56.76347
E108110,-93.90326,56.75391
E109110,-93.34079,56.74244
E110110,-92.77856,56.72907
E111110,-92.21671,56.71378
E112110,-91.65518,56.69658
E113110,-91.09409,56.67749
E114110,-90.53345,56.65648
E115110,-89.97327,56.63357
E116110,-89.41364,56.60876
E117110,-88.85458,56.58205
E118110,-88.29614,56.55345
E119110,-87.7384,56.52295
E120110,-87.1813,56.49056
E121110,-86.62497,56.45628
E122110,-86.06943,56.42011
E123110,-85.51468,56.38206
E124110,-84.96082,56.34213
E125110,-84.40784,56.30031
E126110,-83.85577,56.25662
E127110,-83.30472,56.21106
E128110,-82.75467,56.16362
E129110,-82.20566,56.11434
E130110,-81.65775,56.06318
E131110,-81.11096,56.01016
E132110,-80.56531,55.9553
E133110,-80.02087,55.89859
E134110,-79.47766,55.84002
E135110,-78.93573,55.77962
E136110,-78.39508,55.71738
E137110,-77.85577,55.65332
E138110,-77.31784,55.58742
E139110,-76.78128,55.5197
E140110,-76.24615,55.45016
E141110,-75.71252,55.37883
E142110,-75.18036,55.30567
E143110,-74.64972,55.23072
E144110,-74.12061,55.15397
E145110,-73.59308,55.07543
E146110,-73.0672,54.9951
E147110,-72.54291,54.913
E148110,-72.02032,54.82914
E149110,-71.49939,54.74348
E150110,-70.98019,54.65609
E151110,-70.46274,54.56694
E152110,-69.94705,54.47604
E153110,-69.43314,54.38339
E154110,-68.92105,54.28902
E155110,-68.4108,54.19292
E156110,-67.9024,54.09509
E157110,-67.39587,53.99555
E158110,-66.89127,53.89431
E159110,-66.38855,53.79136
E160110,-65.88779,53.68673
E161110,-65.38901,53.5804
E162110,-64.89218,53.4724
E163110,-64.39734,53.36274
E164110,-63.90454,53.2514
E165110,-63.41376,53.13841
E166110,-62.92499,53.02377
E167110,-62.43832,52.9075
E168110,-61.95374,52.78959
E169110,-61.47119,52.67006
E170110,-60.99078,52.54892
E171110,-60.51248,52.42617
E172110,-60.03632,52.30181
E173110,-59.56229,52.17586
E174110,-59.09039,52.04834
E175110,-58.6207,51.91925
E176110,-58.15314,51.78858
E177110,-57.68777,51.65635
E178110,-57.22461,51.52259
E179110,-56.76364,51.38728
E180110,-56.30487,51.25044
E181110,-55.8483,51.11208
E182110,-55.39398,50.97221
E183110,-54.94186,50.83083
E184110,-54.492,50.68796
E185110,-54.04437,50.54361
E186110,-53.59897,50.39777
E187110,-53.15582,50.25048
E188110,-52.71494,50.10172
E189110,-52.27631,49.95152
E190110,-51.83994,49.79987
E191110,-51.40582,49.6468
E192110,-50.97397,49.49231
E193110,-50.54437,49.33641
E194110,-50.11707,49.1791
E195110,-49.69202,49.02041
E196110,-49.26923,48.86034
E197110,-48.84869,48.69889
E198110,-48.43045,48.53608
E001111,-148.2865,47.80334
E002111,-147.8808,47.97473
E003111,-147.4727,48.14481
E004111,-147.0624,48.3136
E005111,-146.6497,48.48104
E006111,-146.2348,48.64716
E007111,-145.8176,48.81192
E008111,-145.3981,48.97533
E009111,-144.9763,49.13739
E010111,-144.5522,49.29807
E011111,-144.1258,49.45736
E012111,-143.6971,49.61524
E013111,-143.2661,49.77173
E014111,-142.8328,49.9268
E015111,-142.3973,50.08046
E016111,-141.9594,50.23267
E017111,-141.5192,50.38345
E018111,-141.0768,50.53276
E019111,-140.6321,50.68063
E020111,-140.1851,50.82701
E021111,-139.7358,50.97192
E022111,-139.2843,51.11534
E023111,-138.8305,51.25726
E024111,-138.3744,51.39766
E025111,-137.9161,51.53655
E026111,-137.4555,51.67392
E027111,-136.9927,51.80974
E028111,-136.5277,51.94403
E029111,-136.0605,52.07677
E030111,-135.591,52.20794
E031111,-135.1193,52.33754
E032111,-134.6455,52.46556
E033111,-134.1694,52.592
E034111,-133.6912,52.71684
E035111,-133.2108,52.84007
E036111,-132.7283,52.96169
E037111,-132.2437,53.08168
E038111,-131.7569,53.20006
E039111,-131.268,53.31678
E040111,-130.777,53.43188
E041111,-130.284,53.54531
E042111,-129.7888,53.65709
E043111,-129.2917,53.76719
E044111,-128.7925,53.87562
E045111,-128.2913,53.98236
E046111,-127.7881,54.08741
E047111,-127.283,54.19077
E048111,-126.7759,54.29242
E049111,-126.2668,54.39235
E050111,-125.7559,54.49057
E051111,-125.2431,54.58706
E052111,-124.7284,54.68182
E053111,-124.2118,54.77483
E054111,-123.6935,54.8661
E055111,-123.1733,54.95561
E056111,-122.6514,55.04336
E057111,-122.1277,55.12934
E058111,-121.6023,55.21355
E059111,-121.0752,55.29599
E060111,-120.5465,55.37664
E061111,-120.0161,55.4555
E062111,-119.4841,55.53256
E063111,-118.9505,55.60782
E064111,-118.4154,55.68127
E065111,-117.8788,55.75291
E066111,-117.3407,55.82272
E067111,-116.8011,55.89072
E068111,-116.2601,55.95689
E069111,-115.7177,56.02121
E070111,-115.174,56.08371
E071111,-114.6289,56.14436
E072111,-114.0826,56.20316
E073111,-113.535,56.26011
E074111,-112.9861,56.3152
E075111,-112.4361,56.36844
E076111,-111.885,56.4198
E077111,-111.3327,56.46931
E078111,-110.7794,56.51693
E079111,-110.2251,56.56268
E080111,-109.6697,56.60655
E081111,-109.1134,56.64854
E082111,-108.5562,56.68864
E083111,-107.9981,56.72685
E084111,-107.4392,56.76316
E085111,-106.8795,56.79758
E086111,-106.319,56.83012
E087111,-105.7578,56.86074
E088111,-105.196,56.88947
E089111,-104.6335,56.91629
E090111,-104.0704,56.9412
E091111,-103.5068,56.9642
E092111,-102.9427,56.98529
E093111,-102.3781,57.00447
E094111,-101.8131,57.02174
E095111,-101.2477,57.03709
E096111,-100.682,57.05052
E097111,-100.1161,57.06204
E098111,-99.54984,57.07164
E099111,-98.9834,57.07932
E100111,-98.41684,57.08508
E101111,-97.85016,57.08892
E102111,-97.28339,57.09085
E103111,-96.71661,57.09085
E104111,-96.14987,57.08892
E105111,-95.58319,57.08508
E106111,-95.0166,57.07932
E107111,-94.4502,57.07164
E108111,-93.88397,57.06204
E109111,-93.31799,57.05052
E110111,-92.75229,57.03709
E111111,-92.18692,57.02174
E112111,-91.62195,57.00447
E113111,-91.05737,56.98529
E114111,-90.49323,56.9642
E115111,-89.92963,56.9412
E116111,-89.36655,56.91629
E117111,-88.80408,56.88947
E118111,-88.24222,56.86074
E119111,-87.68103,56.83012
E120111,-87.12054,56.79758
E121111,-86.56082,56.76316
E122111,-86.00189,56.72685
E123111,-85.44382,56.68864
E124111,-84.8866,56.64854
E125111,-84.33029,56.60655
E126111,-83.77496,56.56268
E127111,-83.22061,56.51693
E128111,-82.6673,56.46931
E129111,-82.11502,56.4198
E130111,-81.56387,56.36844
E131111,-81.01389,56.3152
E132111,-80.46506,56.26011
E133111,-79.91745,56.20316
E134111,-79.37109,56.14437
E135111,-78.82605,56.08372
E136111,-78.28229,56.02122
E137111,-77.73993,55.95689
E138111,-77.19891,55.89073
E139111,-76.65936,55.82273
E140111,-76.12122,55.75291
E141111,-75.58459,55.68127
E142111,-75.0495,55.60782
E143111,-74.51593,55.53257
E144111,-73.98392,55.45551
E145111,-73.45355,55.37664
E146111,-72.9248,55.296
E147111,-72.39771,55.21356
E148111,-71.87231,55.12935
E149111,-71.34866,55.04336
E150111,-70.82672,54.95561
E151111,-70.30658,54.8661
E152111,-69.78821,54.77483
E153111,-69.27167,54.68182
E154111,-68.75696,54.58706
E155111,-68.24414,54.49057
E156111,-67.73318,54.39235
E157111,-67.22412,54.29242
E158111,-66.71704,54.19077
E159111,-66.21188,54.08742
E160111,-65.70868,53.98236
E161111,-65.20749,53.87562
E162111,-64.70831,53.76719
E163111,-64.21115,53.65709
E164111,-63.71603,53.54531
E165111,-63.22299,53.43188
E166111,-62.73203,53.31679
E167111,-62.24313,53.20006
E168111,-61.75635,53.08168
E169111,-61.2717,52.96169
E170111,-60.78918,52.84007
E171111,-60.30881,52.71684
E172111,-59.8306,52.592
E173111,-59.35455,52.46556
E174111,-58.88068,52.33755
E175111,-58.40903,52.20794
E176111,-57.93954,52.07678
E177111,-57.47229,51.94403
E178111,-57.00726,51.80975
E179111,-56.54446,51.67392
E180111,-56.08392,51.53656
E181111,-55.62561,51.39767
E182111,-55.16953,51.25726
E183111,-54.71573,51.11534
E184111,-54.26419,50.97192
E185111,-53.81491,50.82702
E186111,-53.36792,50.68063
E187111,-52.92322,50.53277
E188111,-52.48077,50.38345
E189111,-52.04062,50.23267
E190111,-51.60275,50.08046
E191111,-51.16718,49.92681
E192111,-50.73389,49.77174
E193111,-50.30292,49.61525
E194111,-49.87421,49.45736
E195111,-49.44781,49.29807
E196111,-49.02374,49.1374
E197111,-48.60193,48.97535
E198111,-48.1824,48.81193
E001112,-148.5438,48.07476
E002112,-148.1369,48.24679
E003112,-147.7278,48.41751
E004112,-147.3163,48.58691
E005112,-146.9025,48.75497
E006112,-146.4864,48.9217
E007112,-146.0679,49.08708
E008112,-145.6472,49.2511
E009112,-145.2241,49.41375
E010112,-144.7987,49.57503
E011112,-144.3709,49.73491
E012112,-143.9409,49.89339
E013112,-143.5085,50.05046
E014112,-143.0738,50.20612
E015112,-142.6367,50.36036
E016112,-142.1974,50.51315
E017112,-141.7557,50.66449
E018112,-141.3117,50.81437
E019112,-140.8654,50.96279
E020112,-140.4168,51.10974
E021112,-139.9659,51.2552
E022112,-139.5127,51.39916
E023112,-139.0572,51.54161
E024112,-138.5994,51.68256
E025112,-138.1393,51.82198
E026112,-137.6769,51.95988
E027112,-137.2123,52.09623
E028112,-136.7454,52.23104
E029112,-136.2763,52.36428
E030112,-135.8049,52.49596
E031112,-135.3313,52.62606
E032112,-134.8554,52.75457
E033112,-134.3773,52.8815
E034112,-133.8971,53.00683
E035112,-133.4146,53.13054
E036112,-132.93,53.25264
E037112,-132.4431,53.3731
E038112,-131.9542,53.49194
E039112,-131.4631,53.60913
E040112,-130.9698,53.72467
E041112,-130.4745,53.83855
E042112,-129.9771,53.95076
E043112,-129.4776,54.0613
E044112,-128.976,54.17016
E045112,-128.4724,54.27733
E046112,-127.9668,54.3828
E047112,-127.4592,54.48657
E048112,-126.9496,54.58862
E049112,-126.438,54.68895
E050112,-125.9245,54.78756
E051112,-125.409,54.88443
E052112,-124.8917,54.97957
E053112,-124.3725,55.07296
E054112,-123.8514,55.16459
E055112,-123.3285,55.25446
E056112,-122.8039,55.34257
E057112,-122.2774,55.42891
E058112,-121.7492,55.51345
E059112,-121.2193,55.59622
E060112,-120.6877,55.6772
E061112,-120.1544,55.75638
E062112,-119.6195,55.83375
E063112,-119.0829,55.90932
E064112,-118.5449,55.98306
E065112,-118.0052,56.05499
E066112,-117.4641,56.1251
E067112,-116.9214,56.19337
E068112,-116.3773,56.25981
E069112,-115.8319,56.3244
E070112,-115.285,56.38715
E071112,-114.7368,56.44806
E072112,-114.1872,56.5071
E073112,-113.6364,56.56429
E074112,-113.0844,56.6196
E075112,-112.5311,56.67305
E076112,-111.9767,56.72464
E077112,-111.4212,56.77434
E078112,-110.8646,56.82215
E079112,-110.3069,56.8681
E080112,-109.7482,56.91214
E081112,-109.1885,56.95431
E082112,-108.6279,56.99458
E083112,-108.0665,57.03294
E084112,-107.5041,57.06942
E085112,-106.941,57.10398
E086112,-106.3771,57.13664
E087112,-105.8124,57.1674
E088112,-105.2471,57.19624
E089112,-104.6812,57.22317
E090112,-104.1146,57.24818
E091112,-103.5475,57.27127
E092112,-102.9799,57.29246
E093112,-102.4117,57.31172
E094112,-101.8432,57.32906
E095112,-101.2744,57.34448
E096112,-100.7051,57.35797
E097112,-100.1356,57.36953
E098112,-99.56583,57.37917
E099112,-98.99585,57.38688
E100112,-98.42572,57.39267
E101112,-97.85547,57.39652
E102112,-97.28516,57.39845
E103112,-96.71484,57.39845
E104112,-96.14453,57.39652
E105112,-95.57428,57.39267
E106112,-95.00415,57.38688
E107112,-94.4342,57.37917
E108112,-93.86444,57.36953
E109112,-93.29492,57.35797
E110112,-92.72568,57.34448
E111112,-92.15677,57.32906
E112112,-91.58826,57.31172
E113112,-91.02017,57.29246
E114112,-90.45255,57.27127
E115112,-89.88544,57.24818
E116112,-89.31888,57.22317
E117112,-88.7529,57.19624
E118112,-88.18759,57.1674
E119112,-87.62296,57.13664
E120112,-87.05905,57.10398
E121112,-86.49591,57.06942
E122112,-85.93356,57.03294
E123112,-85.37207,56.99458
E124112,-84.81149,56.95431
E125112,-84.25183,56.91214
E126112,-83.69312,56.8681
E127112,-83.13544,56.82215
E128112,-82.57883,56.77434
E129112,-82.02328,56.72464
E130112,-81.46887,56.67305
E131112,-80.91565,56.6196
E132112,-80.36359,56.56429
E133112,-79.81277,56.5071
E134112,-79.26324,56.44806
E135112,-78.71503,56.38716
E136112,-78.16815,56.32441
E137112,-77.62268,56.25982
E138112,-77.07858,56.19338
E139112,-76.53595,56.1251
E140112,-75.99481,56.055
E141112,-75.45517,55.98307
E142112,-74.91705,55.90932
E143112,-74.38055,55.83376
E144112,-73.84564,55.75639
E145112,-73.31235,55.6772
E146112,-72.78073,55.59623
E147112,-72.25082,55.51346
E148112,-71.7226,55.42891
E149112,-71.19617,55.34258
E150112,-70.67148,55.25447
E151112,-70.14859,55.16459
E152112,-69.62753,55.07296
E153112,-69.10834,54.97957
E154112,-68.591,54.88444
E155112,-68.07556,54.78757
E156112,-67.56204,54.68895
E157112,-67.05048,54.58863
E158112,-66.54086,54.48657
E159112,-66.03323,54.3828
E160112,-65.52759,54.27733
E161112,-65.02399,54.17017
E162112,-64.52243,54.06131
E163112,-64.02292,53.95076
E164112,-63.52551,53.83855
E165112,-63.03015,53.72467
E166112,-62.53693,53.60913
E167112,-62.04584,53.49194
E168112,-61.55685,53.3731
E169112,-61.07007,53.25264
E170112,-60.58542,53.13054
E171112,-60.10297,53.00683
E172112,-59.62268,52.8815
E173112,-59.14462,52.75458
E174112,-58.66876,52.62606
E175112,-58.19513,52.49596
E176112,-57.72375,52.36428
E177112,-57.25461,52.23104
E178112,-56.78772,52.09624
E179112,-56.32309,51.95988
E180112,-55.86072,51.822
E181112,-55.40063,51.68256
E182112,-54.94284,51.54162
E183112,-54.48734,51.39916
E184112,-54.03412,51.2552
E185112,-53.58319,51.10974
E186112,-53.13458,50.9628
E187112,-52.68829,50.81438
E188112,-52.24429,50.66449
E189112,-51.80264,50.51315
E190112,-51.36328,50.36036
E191112,-50.92624,50.20613
E192112,-50.49155,50.05047
E193112,-50.05914,49.89339
E194112,-49.62909,49.73491
E195112,-49.20135,49.57503
E196112,-48.77594,49.41375
E197112,-48.35284,49.2511
E198112,-47.93207,49.08708
E001113,-148.8034,48.34548
E002113,-148.3955,48.51814
E003113,-147.9852,48.68948
E004113,-147.5725,48.8595
E005113,-147.1576,49.02819
E006113,-146.7402,49.19554
E007113,-146.3206,49.36153
E008113,-145.8986,49.52616
E009113,-145.4742,49.68941
E010113,-145.0475,49.85129
E011113,-144.6184,50.01176
E012113,-144.187,50.17084
E013113,-143.7532,50.3285
E014113,-143.317,50.48474
E015113,-142.8785,50.63955
E016113,-142.4377,50.79292
E017113,-141.9945,50.94483
E018113,-141.549,51.09528
E019113,-141.1011,51.24426
E020113,-140.6508,51.39176
E021113,-140.1983,51.53777
E022113,-139.7434,51.68228
E023113,-139.2862,51.82528
E024113,-138.8266,51.96676
E025113,-138.3648,52.10672
E026113,-137.9006,52.24513
E027113,-137.4341,52.38201
E028113,-136.9654,52.51734
E029113,-136.4943,52.65109
E030113,-136.021,52.78328
E031113,-135.5454,52.91388
E032113,-135.0676,53.0429
E033113,-134.5874,53.17032
E034113,-134.1051,53.29612
E035113,-133.6205,53.42032
E036113,-133.1338,53.54289
E037113,-132.6448,53.66383
E038113,-132.1536,53.78313
E039113,-131.6603,53.90078
E040113,-131.1648,54.01677
E041113,-130.6672,54.1311
E042113,-130.1674,54.24376
E043113,-129.6655,54.35473
E044113,-129.1616,54.46402
E045113,-128.6555,54.57161
E046113,-128.1474,54.67749
E047113,-127.6373,54.78168
E048113,-127.1252,54.88414
E049113,-126.611,54.98487
E050113,-126.0949,55.08387
E051113,-125.5769,55.18114
E052113,-125.0569,55.27665
E053113,-124.535,55.37041
E054113,-124.0112,55.46241
E055113,-123.4856,55.55265
E056113,-122.9581,55.64111
E057113,-122.4289,55.72779
E058113,-121.8978,55.81268
E059113,-121.365,55.89579
E060113,-120.8305,55.97709
E061113,-120.2943,56.05658
E062113,-119.7564,56.13427
E063113,-119.2169,56.21014
E064113,-118.6758,56.2842
E065113,-118.1331,56.35642
E066113,-117.5889,56.42681
E067113,-117.0432,56.49536
E068113,-116.496,56.56207
E069113,-115.9474,56.62693
E070113,-115.3973,56.68994
E071113,-114.8459,56.75108
E072113,-114.2932,56.81038
E073113,-113.7391,56.86779
E074113,-113.1838,56.92333
E075113,-112.6273,56.97701
E076113,-112.0696,57.0288
E077113,-111.5107,57.07871
E078113,-110.9508,57.12673
E079113,-110.3897,57.17285
E080113,-109.8276,57.21708
E081113,-109.2646,57.25943
E082113,-108.7006,57.29986
E083113,-108.1357,57.33838
E084113,-107.5699,57.375
E085113,-107.0033,57.40972
E086113,-106.4359,57.44252
E087113,-105.8677,57.47339
E088113,-105.2989,57.50236
E089113,-104.7294,57.5294
E090113,-104.1593,57.55452
E091113,-103.5887,57.57771
E092113,-103.0175,57.59898
E093113,-102.4459,57.61832
E094113,-101.8738,57.63573
E095113,-101.3013,57.65121
E096113,-100.7285,57.66476
E097113,-100.1554,57.67637
E098113,-99.58203,57.68605
E099113,-99.00845,57.69379
E100113,-98.43472,57.69961
E101113,-97.8609,57.70348
E102113,-97.28699,57.70541
E103113,-96.71304,57.70541
E104113,-96.13913,57.70348
E105113,-95.56531,57.69961
E106113,-94.99158,57.69379
E107113,-94.418,57.68605
E108113,-93.84464,57.67637
E109113,-93.27155,57.66476
E110113,-92.69873,57.65121
E111113,-92.12625,57.63573
E112113,-91.55417,57.61832
E113113,-90.98251,57.59898
E114113,-90.41135,57.57771
E115113,-89.8407,57.55452
E116113,-89.2706,57.5294
E117113,-88.70111,57.50236
E118113,-88.13229,57.47339
E119113,-87.56415,57.44252
E120113,-86.99677,57.40972
E121113,-86.43015,57.375
E122113,-85.86438,57.33838
E123113,-85.29944,57.29986
E124113,-84.73544,57.25943
E125113,-84.17236,57.21708
E126113,-83.61029,57.17285
E127113,-83.04926,57.12673
E128113,-82.48929,57.07871
E129113,-81.93042,57.0288
E130113,-81.37271,56.97701
E131113,-80.81616,56.92333
E132113,-80.26086,56.86779
E133113,-79.70682,56.81038
E134113,-79.15408,56.75108
E135113,-78.60266,56.68994
E136113,-78.05261,56.62693
E137113,-77.504,56.56207
E138113,-76.95679,56.49537
E139113,-76.41107,56.42682
E140113,-75.86685,56.35642
E141113,-75.32419,56.2842
E142113,-74.78308,56.21014
E143113,-74.24359,56.13427
E144113,-73.70569,56.05658
E145113,-73.16949,55.9771
E146113,-72.63498,55.89579
E147113,-72.1022,55.81268
E148113,-71.57117,55.72779
E149113,-71.04187,55.64111
E150113,-70.51443,55.55266
